nom;statut;type;adresse;code_postal;ville;email;telephone;site_web;latitude;longitude;saison;danses;familles_de_danses;url_fiche;slug
Line dance and co;affiliated;AFFILIATED_STRUCTURE;Maire de Jussac AV des pavillons;15250;JUSSAC;corinnedely@gmail.com;0619134327;;44.9881678;2.4213575;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/368-line-dance-and-co;368-line-dance-and-co
LINE DANCE FEVER;affiliated;AFFILIATED_STRUCTURE;27 rue Gabriel PERI;78440;Gargenville;linedance.fever@outlook.fr;0612530973;https://linedancefever78.my.canva.site/;48.9806453;1.810245;2026;Country And Line | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line;https://www.ffdanse.fr/structures/3207-line-dance-fever;3207-line-dance-fever
Line dance river;affiliated;AFFILIATED_STRUCTURE;Mairie;24220;coux et bigaroque;descamp.fanny@gmail.com;0683066899;;44.834995;0.972768;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/447-line-dance-river;447-line-dance-river
Line Dance à Valence;affiliated;AFFILIATED_STRUCTURE;80 Grand' Rue, COUHE;86700;VALENCE EN POITOU;linedanceavalence@gmail.com;0610176963;;46.2988417;0.1812978;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/5298-line-dance-a-valence;5298-line-dance-a-valence
Line Danse du Sully;affiliated;AFFILIATED_STRUCTURE;6 place de l'église;15130;Saint-Simon;linedansedusully@gmail.com;0626509579;;44.9630212;2.4901245;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/5274-line-danse-du-sully;5274-line-danse-du-sully
Little Moon festival country;affiliated;AFFILIATED_STRUCTURE;4 AVENUE GEORGES LEYGUES;47500;FUMEL;littlemoon46@aol.com;0687743327;;44.5004659;0.9634712;2026;Country And Line | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Duo | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line;https://www.ffdanse.fr/structures/1014-little-moon-festival-country;1014-little-moon-festival-country
LIV U POLE;affiliated;AFFILIATED_STRUCTURE;7  rue du commerce, Chez NRB CROSSFIT;11100;Narbonne;livupole@gmail.com;0698393878;https://www.livupole.com/;43.1877454;2.9988294;2026;Pole Dance | Danse aérienne | Pole Sport;Pole dance | Danses aériennes | Pole sport;https://www.ffdanse.fr/structures/4631-liv-u-pole;4631-liv-u-pole
LLeli dance;affiliated;AFFILIATED_STRUCTURE;52 les hauts de la couaste;83510;lorgues;Llelidance83@gmail.com;0769793536;https://www.facebook.com/profile.php?id=61550093014646;43.494859;6.37522;2026;Autres Danses | Breaking | Contemporain | Hip Hop | House | Krump | Locking | New Style | Poping | Ragga | Street Dance;Breaking | Ateliers de création | Contemporain | Danses hip-hop;https://www.ffdanse.fr/structures/5396-lleli-dance;5396-lleli-dance
Lmdanse et Fitness;affiliated;AFFILIATED_STRUCTURE;la mairie, Place Roussel;09110;Ax les Thermes;contact@lmdanseetfitness.com;0670344555;www.lmdanseetfitness.com;42.720067;1.8374339;2026;Autres Danses | Claquettes | Classique | Jazz;Claquettes | Classique | Modern jazz | Jazz;https://www.ffdanse.fr/structures/4770-lmdanse-et-fitness;4770-lmdanse-et-fitness
LOLADANCE;affiliated;AFFILIATED_STRUCTURE;2 ROUTE DE PAULMERY, 36600;36600;LA VERNELLE;loladance.asso@gmail.com;0647385037;;47.2449486;1.5586798;2026;Breaking | Cabaret | Comedie Musicale | Disco | Hip Hop | Jazz | Standards | Street Dance;Breaking | Cabaret | Comédie musicale | Disco | Danses hip-hop | Modern jazz | Jazz | Danses standards;https://www.ffdanse.fr/structures/6081-loladance;6081-loladance
Lolie Danse;affiliated;AFFILIATED_STRUCTURE;76 rue Lecourbe, Batiment C;75015;Paris;loliedanse@yahoo.fr;0663914928;;48.8437337;2.3056955;2026;Orientale;Danses ethniques;https://www.ffdanse.fr/structures/5529-lolie-danse;5529-lolie-danse
LOR & Line Dances;affiliated;AFFILIATED_STRUCTURE;1 rue henriette lenternier, 57100;57100;THIONVILLE;lor.line.dances;0781227901;;49.3686596;6.1529496;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/4293-lor-line-dances;4293-lor-line-dances
Lou Recantou;affiliated;AFFILIATED_STRUCTURE;Route de la Clairette, Espace Associatif Louis Sert;34230;PAULHAN;asso.lourecantou@gmail.com;06.38.04.78.91;www.lourecantoudepaulhan.fr;43.5355324;3.456224;2026;Classique | Jazz | Street Dance;Classique | Modern jazz | Jazz | Danses hip-hop;https://www.ffdanse.fr/structures/754-lou-recantou;754-lou-recantou
LOUISIANA COUNTRY DANCERS;recently_disaffiliated;UNAFFILIATED_STRUCTURE;ROUTE DE SAINT GEORGES;18100;SAINT HILAIRE DE COURT;louisiana.country.dancer@hotmail.com;0676375663;;47.206903;2.0065739;;;;https://www.ffdanse.fr/structures/4886-louisiana-country-dancers;4886-louisiana-country-dancers
LR Dancesport;affiliated;AFFILIATED_STRUCTURE;40 avenue Barthélémy Buyer;69009;Lyon;anthonylacroix80@gmail.com;0608761339;;45.7593659;4.8090182;2026;Dix Danses | Latines | Standards;Danses latines | Danses standards;https://www.ffdanse.fr/structures/2718-lr-dancesport;2718-lr-dancesport
LS Dance Company;affiliated;AFFILIATED_STRUCTURE;10-11 avenue centrale;07380;lalevade;lsdancecompany@gmail.com;0631486650;www.assolsdancecompany.fr;44.650052;4.3222616;2026;Autres Danses | Contemporain | Eveil à la Danse | Jazz | New Style | Street Dance;Ateliers de création | Contemporain | Modern jazz | Jazz | Danses hip-hop;https://www.ffdanse.fr/structures/3733-ls-dance-company;3733-ls-dance-company
LudoLindy;affiliated;AFFILIATED_STRUCTURE;10, rue Georges PRIETO;38400;Saint Martin d'Hères;ludolindy@gmail.com;0633989470;http://ludolindy.fr;45.1784491;5.7580676;2026;Claquettes | Comedie Musicale | Danses Solo | Disco | Eveil à la Danse | Folklorique | Lindy Hop | Rock et DA | Rock'n'Roll | Societe | Tango Argentin;Claquettes | Comédie musicale | Disco | Danses traditionnelles | Lindy hop | Rock sauté | Rock'n'roll | Danses de salon | Tango argentin;https://www.ffdanse.fr/structures/3506-ludolindy;3506-ludolindy
LUMINANDANCE ARTS;affiliated;AFFILIATED_STRUCTURE;101 impasse la source, Zi les Consacs;83170;brignoles;luminandancearts@gmail.com;0619622116;https://luminandancearts.wixsite.com/website;43.3998493;6.0514674;2026;Classique | Contemporain | Hip Hop | Jazz | Orientale | Street Dance | Zumba;Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz | Danses ethniques | Zumba;https://www.ffdanse.fr/structures/2531-luminandance-arts;2531-luminandance-arts
LUN'ART PÔLE DANSE;affiliated;AFFILIATED_STRUCTURE;15 rue des phocéens;34340;Marseillan;natachasikora@live.fr;0634193047;;43.3490418;3.5286812;2026;Barre au Sol | Breaking | Classique | Contemporain | Hip Hop | Jazz | Jazz groupe | Street Dance;Barre au sol classique | Barre au sol contemporaine | Breaking | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6284-lun-art-pole-danse;6284-lun-art-pole-danse
LVD Les Volontaires Dionysiens;affiliated;AFFILIATED_STRUCTURE;26 Avenue Desbassyns;97490;Sainte Clotilde;association.lvd@gmail.com;0692693916;;-20.8955374;55.4955309;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/5493-lvd-les-volontaires-dionysiens;5493-lvd-les-volontaires-dionysiens
Lyon Métropole Danse Sportive;affiliated;AFFILIATED_STRUCTURE;1 ancienne route d' Heyrieux;69200;VENISSIEUX;christopherey69@gmail.com;0630929069;http://www.lmdsvenissieux.com;45.6826308;4.9524646;2026;Danse en solo Latine | Danse en solo Standard | Dix Danses | Latines | Show Dance Latine | Show Dance Standard | Solo Team Lat / Std | Standards;Danses latines | Danses standards;https://www.ffdanse.fr/structures/1378-lyon-metropole-danse-sportive;1378-lyon-metropole-danse-sportive
Lyritopia;affiliated;AFFILIATED_STRUCTURE;10 B RUE DE GAILLON, 27930;27930;GRAVIGNY;mdenaismelanie@gmail.com;0670504578;;49.051053;1.1680044;2026;Hip Hop;Danses hip-hop;https://www.ffdanse.fr/structures/6398-lyritopia;6398-lyritopia
L² compagnie;recently_disaffiliated;UNAFFILIATED_STRUCTURE;8 avenue de l'europe;60200;compiègne;l2compagnie@gmail.com;0621791126;www.l2compagnie.com;49.40499;2.8065972;;;;https://www.ffdanse.fr/structures/5968-l2-compagnie;5968-l2-compagnie
L’ART-ALLIER BODY POSITIVE;affiliated;AFFILIATED_STRUCTURE;20 rue suffren;97460;Saint-paul;noelemi@live.fr;0693467241;;46.227638;2.213749;2026;Africaine | Afro-caribéennes | Autres Danses | Autres Danses Du Monde | Bollywood | Danse Verticale | Danse aérienne | Orientale | Parapole Artistique | Parapole sport | Pilates | Pole Dance | Pole Sport | Zumba | Eveil à la Danse;Danses ethniques | Danses aériennes | Pole dance | Pole sport | Zumba;https://www.ffdanse.fr/structures/6242-l-art-allier-body-positive;6242-l-art-allier-body-positive
L’Atelier Danse d’Ambérieu-en-Bugey;affiliated;AFFILIATED_STRUCTURE;65 avenue de la Libération;01500;AMBERIEU EN BUGEY;atelier-danse@orange.fr;0676831057;www.latelierdansedesandra.com;45.9635754;5.3360468;2026;Africaine | Bollywood | Danses Solo | Eveil à la Danse | Hip Hop | Orientale | Ragga | Zumba | Cabaret | Comedie Musicale;Danses ethniques | Danses hip-hop | Zumba | Cabaret | Comédie musicale;https://www.ffdanse.fr/structures/6188-l-atelier-danse-d-amberieu-en-bugey;6188-l-atelier-danse-d-amberieu-en-bugey
L’envolée Pole Dance Studio;affiliated;AFFILIATED_STRUCTURE;7 RUE DU PRÉ CORNU;38610;GIERES;contact@lenvoleepoledancestudio.fr;0637433565;https://lenvoleepoledancestudio.fr/;45.1883884;5.7758909;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/4572-l-envolee-pole-dance-studio;4572-l-envolee-pole-dance-studio
M DANSE;affiliated;AFFILIATED_STRUCTURE;12 rue littré;01000;Bourg en Bresse;paimard@wanadoo.fr;04 74 23 58 62;;46.2028823;5.229104;2026;Bollywood | Breaking | Eveil à la Danse | Hip Hop | Latino Caraibes | New Style | OLD : Salsa, Bachata, Kizomba | Orientale | Ragga | Rock'n'Roll | Street Dance | Zumba;Danses ethniques | Breaking | Danses hip-hop | Danses latino-caraïbes | Salsa | Bachata | Rock'n'roll | Zumba;https://www.ffdanse.fr/structures/2574-m-danse;2574-m-danse
M la Scène Poyanne;affiliated;AFFILIATED_STRUCTURE;100 place de la mairie;40380;Poyanne;mlascenepoyanne@gmail.com;0672191498;;43.755303;-0.814562;2026;Comedie Musicale | Jazz;Comédie musicale | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6203-m-la-scene-poyanne;6203-m-la-scene-poyanne
M&S Dansent;affiliated;AFFILIATED_STRUCTURE;10 rue de Necvin;02220;SERCHES;m.sdansent@gmail.com;0687141451;;49.3433524;3.4492356;2026;Societe;Danses de salon;https://www.ffdanse.fr/structures/4899-m-s-dansent;4899-m-s-dansent
M'Danse;affiliated;AFFILIATED_STRUCTURE;1 place René Medernach;57330;Hettange-Grande;MDanse@orange.fr;0783302509;;49.4054632;6.1583698;2026;Autres Danses | Classique | Contemporain | Hip Hop | Jazz;Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/1114-m-danse;1114-m-danse
M'OxyDance;recently_disaffiliated;UNAFFILIATED_STRUCTURE;8 impasse des Cigognes;57150;CREUTZWALD;Camag@live.fr;0626450284;https://www.facebook.com/M-OxyDance-825573014260689/;49.213247;6.7083063;;;;https://www.ffdanse.fr/structures/2827-m-oxydance;2827-m-oxydance
M-vidanse;affiliated;AFFILIATED_STRUCTURE;9 rue sorbier des oiseleurs;95570;moisselles;mvidanse@gmail.com;0660934728;;49.046527;2.338126;2026;Cabaret | Claquettes | Country And Line | Jazz;Cabaret | Claquettes | Country & line | Modern jazz | Jazz;https://www.ffdanse.fr/structures/5790-m-vidanse;5790-m-vidanse
M.A.D. EAGLES;affiliated;AFFILIATED_STRUCTURE;2 Bis rue du Faubourg;11100;Montredon-des-Corbières;m.a.d.eagles11@gmail.com;0663436253;;43.1916478;2.9262365;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/2766-m-a-d-eagles;2766-m-a-d-eagles
M.J.C. d'Amanvillers;affiliated;AFFILIATED_STRUCTURE;9 rue de champagne;57865;AMANVILLERS;lamotteagnes57865@gmail.com;0677491945;;49.1672;6.0480465;2026;Contemporain | Jazz;Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/1094-m-j-c-d-amanvillers;1094-m-j-c-d-amanvillers
M.J.C. de Damville;affiliated;AFFILIATED_STRUCTURE;28 rue des Remparts Damville;27240;Mesnils sur Iton;m.j.c.damville@orange.fr;0232348262;;0;0;2026;Classique | Hip Hop | Jazz;Classique | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/494-m-j-c-de-damville;494-m-j-c-de-damville
Madi danse;affiliated;AFFILIATED_STRUCTURE;281 rue de l'union, Marielle Nectoux EI;42155;St Jean St Maurice sur Loire;madidanse42@gmail.com;0649708039;;45.9656512;4.0068044;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/5658-madi-danse;5658-madi-danse
MadinHiphop;affiliated;AFFILIATED_STRUCTURE;19 Rue des Caraibes;97233;SCHOELCHER;madinhiphop972@gmail.com;0696978580;;46.227638;2.213749;2026;Danse Show | Hip Hop | House | New Style | Regards chorégraphiques | Street Dance | Afro-caribéennes | Cabaret;Disco | Danses hip-hop | Ateliers de création | Contemporain | Danses ethniques | Cabaret;https://www.ffdanse.fr/structures/5033-madinhiphop;5033-madinhiphop
Madinina Danse Tradition;affiliated;AFFILIATED_STRUCTURE;Quartier Petit Coton;97211;RIVIERE PILOTE;contact@madinina-danse-tradition.fr;0696604588;http://www.madinina-danse-tradition.fr/#Accueil.H;14.490871240059;-60.897292020966;2026;Societe;Danses de salon;https://www.ffdanse.fr/structures/1998-madinina-danse-tradition;1998-madinina-danse-tradition
Mady'n Line - Country & Line Dance 86;affiliated;AFFILIATED_STRUCTURE;73, Res les Hameaux de la Forêt;86100;Châtellerault;infos.madynline86@gmail.com;06 17 61 65 86;www.madynline.org;46.7992684;0.531129;2026;Country And Line | Danses Solo;Country & line;https://www.ffdanse.fr/structures/1805-mady-n-line-country-line-dance-86;1805-mady-n-line-country-line-dance-86
Mae Piga Dance Project;recently_disaffiliated;UNAFFILIATED_STRUCTURE;6 allée de l’orangerie, Château de Valbois;42580;L’Etrat;maepiga@icloud.com;0630746492;;45.488682;4.365478;;;;https://www.ffdanse.fr/structures/4660-mae-piga-dance-project;4660-mae-piga-dance-project
Majestic Pole Dance Cournon;affiliated;AFFILIATED_STRUCTURE;27 rue du commerce;63800;cournon d' auvergne;majesticstudio.cournon@gmail.com;0664221796;;45.739756;3.1993987;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/2395-majestic-pole-dance-cournon;2395-majestic-pole-dance-cournon
MAKE A MOVE;recently_disaffiliated;UNAFFILIATED_STRUCTURE;147 route de sainte luce;44300;Nantes;makeamovenantes@gmail.com;0675165461;www.makeonemove.com;47.2362012;-1.5191938;;;;https://www.ffdanse.fr/structures/4512-make-a-move;4512-make-a-move
Malemort loisirs;affiliated;AFFILIATED_STRUCTURE;chez Mme PILLET 19 avenue Léonce Bourliaguet;19360;MALEMORT;pillet-francoise@wanadoo.fr;0555920377;;45.1794886;1.59035;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/400-malemort-loisirs;400-malemort-loisirs
Mandihy;affiliated;AFFILIATED_STRUCTURE;43 avenue des Tremblays;95280;Jouy-le-Moutier;mandihy@outlook.com;0767157591;;49.0141181;2.0292818;2026;Orientale;Danses ethniques;https://www.ffdanse.fr/structures/4399-mandihy;4399-mandihy
MANON KIZOMBA DANCE (MKD);recently_disaffiliated;UNAFFILIATED_STRUCTURE;35 rue Jélu, Appt 101;17400;Saint-Jean-d'Angély;manonkizombadance@gmail.com;0677552052;;45.941406;-0.5205789;;;;https://www.ffdanse.fr/structures/5967-manon-kizomba-dance-mkd;5967-manon-kizomba-dance-mkd
Manuella danse;recently_disaffiliated;UNAFFILIATED_STRUCTURE;8 RUE DE BERNE;30000;NIMES;manuelladanse71@gmail.com;0603441357;;43.8324565;4.3707447;;;;https://www.ffdanse.fr/structures/1426-manuella-danse;1426-manuella-danse
Marenda's dancers 66;affiliated;AFFILIATED_STRUCTURE;14 carrer del Pardal;66650;Banyuls sur mer;marendas.dancers@gmail.com;0671199178;;42.473916;3.1133885;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/1322-marenda-s-dancers-66;1322-marenda-s-dancers-66
Marines Line Dance;affiliated;AFFILIATED_STRUCTURE;MAIRIE DE MARINES  PLACE DU MARECHAL LECLERC;95640;MARINES;linedance.marines@gmail.com;0680833216;;49.1451316;1.983113;2026;Country And Line | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line;https://www.ffdanse.fr/structures/1983-marines-line-dance;1983-marines-line-dance
Marion Caranobe;affiliated;AFFILIATED_STRUCTURE;42 rue du jeu de mail;34820;Teyran;contact.poleinart@gmail.com;0615477987;;43.6832481;3.926109;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/1584-marion-caranobe;1584-marion-caranobe
MARIUS PETIPA;recently_disaffiliated;UNAFFILIATED_STRUCTURE;5 rue du Dr Gustave Couaillac;33810;Ambes ▾;mariuspetipaambes@gmail.com;0610109530;;45.0118027;-0.5327356;;;;https://www.ffdanse.fr/structures/5792-marius-petipa;5792-marius-petipa
Markadas Bron Club;affiliated;AFFILIATED_STRUCTURE;12, Avenue de Verdun;69500;BRON;yoan.markadas@gmail.com;0642472277;https://www.markadas-danse.com;45.7349785;4.9091453;2026;Boogie Formation | Boogie Juniors | Boogie Main Class | Boogie Rising Star | Boogie Seniors | Boogie Woogie | Boogie Woogie Fédéral | Breaking | Classique | Contemporain | Formation Rock Girls | Formation Rock Juniors | Formation Rock Ladies | Formation Rock Main Class | Formation Rock Main Class Quattro | Hip Hop | Lindy Hop Fédéral | Lindy Hop Junior | Lindy Hop Main Class | Lindy Hop Senior 1 | Lindy Hop Senior 2 | Lindy Hop Show case | New Style | Ragga | Rock Acrobatique | Rock Acrobatique Fédéral | Rock Artistique Fédéral | Rock Children | Rock Couple Dance Show | Rock Juniors | Rock Juveniles | Rock Main Class Contact Style | Rock Main Class Free Style | Rock Saute | Rock et DA | Rock'n Roll Fédéral | Small Formation Rock Ladies | Small formation Rock Girls | Street Dance | Zumba;Boogie-Woogie | Breaking | Classique | Ateliers de création | Contemporain | Danses hip-hop | Rock acrobatique | Rock'n'roll | Rock sauté | Zumba;https://www.ffdanse.fr/structures/4280-markadas-bron-club;4280-markadas-bron-club
